Date,Price $/mt,Change,High,Low,Spread,Location,Fuel_Type
09-Feb-2026,772.0,16.5,772.0,772.0,0.0,Houston,MEOHMGOe
02-Feb-2026,755.5,121.5,755.5,755.5,0.0,Houston,MEOHMGOe
19-Jan-2026,634.0,-8.5,634.0,634.0,0.0,Houston,MEOHMGOe
12-Jan-2026,642.5,10.0,642.5,642.5,0.0,Houston,MEOHMGOe
01-Apr-2026,841.5,-28.0,860.0,820.0,40.0,Fujairah,VLSFO
31-Mar-2026,869.5,-21.0,895.0,850.0,45.0,Fujairah,VLSFO
30-Mar-2026,890.5,24.5,920.0,875.0,45.0,Fujairah,VLSFO
27-Mar-2026,866.0,5.5,897.0,855.0,42.0,Fujairah,VLSFO
26-Mar-2026,860.5,-2.5,884.0,808.0,76.0,Fujairah,VLSFO
25-Mar-2026,863.0,-78.5,928.0,811.0,117.0,Fujairah,VLSFO
24-Mar-2026,941.5,-97.5,982.0,886.5,95.5,Fujairah,VLSFO
23-Mar-2026,1039.0,-35.5,1069.5,983.5,86.0,Fujairah,VLSFO
20-Mar-2026,1074.5,-29.5,1180.0,1007.5,172.5,Fujairah,VLSFO
19-Mar-2026,1104.0,72.0,1134.0,1048.0,86.0,Fujairah,VLSFO
18-Mar-2026,1032.0,-28.5,1063.5,977.5,86.0,Fujairah,VLSFO
01-Apr-2026,1705.0,-30.5,1750.0,1612.0,138.0,Fujairah,MGO
31-Mar-2026,1735.5,-21.5,1851.0,1662.0,189.0,Fujairah,MGO
30-Mar-2026,1757.0,47.0,1850.0,1686.5,163.5,Fujairah,MGO
27-Mar-2026,1710.0,89.0,1806.0,1615.0,191.0,Fujairah,MGO
26-Mar-2026,1621.0,54.5,1682.0,1459.5,222.5,Fujairah,MGO
25-Mar-2026,1566.5,-74.0,1650.0,1409.5,240.5,Fujairah,MGO
24-Mar-2026,1640.5,-151.5,1697.0,1476.0,221.0,Fujairah,MGO
23-Mar-2026,1792.0,47.5,1860.0,1625.5,234.5,Fujairah,MGO
20-Mar-2026,1744.5,-53.0,1845.0,1566.5,278.5,Fujairah,MGO
19-Mar-2026,1797.5,155.0,1858.5,1624.5,234.0,Fujairah,MGO
18-Mar-2026,1642.5,-9.0,1705.0,1471.0,234.0,Fujairah,MGO
03-Mar-2026,835.0,95.0,835.0,835.0,0.0,Fujairah,BIO
27-Feb-2026,740.0,15.0,740.0,740.0,0.0,Fujairah,BIO
26-Feb-2026,725.0,0.0,725.0,725.0,0.0,Fujairah,BIO
25-Feb-2026,725.0,0.0,725.0,725.0,0.0,Fujairah,BIO
24-Feb-2026,725.0,0.0,725.0,725.0,0.0,Fujairah,BIO
23-Feb-2026,725.0,-5.0,725.0,725.0,0.0,Fujairah,BIO
20-Feb-2026,730.0,0.0,730.0,730.0,0.0,Fujairah,BIO
19-Feb-2026,730.0,20.0,730.0,730.0,0.0,Fujairah,BIO
18-Feb-2026,710.0,0.0,710.0,710.0,0.0,Fujairah,BIO
17-Feb-2026,710.0,5.0,710.0,710.0,0.0,Fujairah,BIO
16-Feb-2026,705.0,3.0,705.0,705.0,0.0,Fujairah,BIO
01-Apr-2026,678.5,-43.0,733.0,660.0,73.0,Fujairah,IFO380
31-Mar-2026,721.5,-32.5,783.0,695.0,88.0,Fujairah,IFO380
30-Mar-2026,754.0,45.0,780.0,740.0,40.0,Fujairah,IFO380
27-Mar-2026,709.0,15.0,725.0,692.0,33.0,Fujairah,IFO380
26-Mar-2026,694.0,-2.5,726.0,650.0,76.0,Fujairah,IFO380
25-Mar-2026,696.5,-62.0,738.0,665.0,73.0,Fujairah,IFO380
24-Mar-2026,758.5,-79.0,770.0,746.0,24.0,Fujairah,IFO380
23-Mar-2026,837.5,32.5,854.0,825.0,29.0,Fujairah,IFO380
20-Mar-2026,805.0,-53.5,825.0,788.0,37.0,Fujairah,IFO380
19-Mar-2026,858.5,46.5,875.5,843.0,32.5,Fujairah,IFO380
18-Mar-2026,812.0,-26.5,824.5,805.0,19.5,Fujairah,IFO380
01-Apr-2026,163.0,14.5,163.0,163.0,0.0,Fujairah,SS
31-Mar-2026,148.5,12.0,148.5,148.5,0.0,Fujairah,SS
30-Mar-2026,136.5,-20.5,136.5,136.5,0.0,Fujairah,SS
27-Mar-2026,157.0,-9.5,157.0,157.0,0.0,Fujairah,SS
26-Mar-2026,166.5,0.0,166.5,166.5,0.0,Fujairah,SS
25-Mar-2026,166.5,-16.5,166.5,166.5,0.0,Fujairah,SS
24-Mar-2026,183.0,-18.0,183.0,183.0,0.0,Fujairah,SS
23-Mar-2026,201.0,-68.5,201.0,201.0,0.0,Fujairah,SS
20-Mar-2026,269.5,24.0,269.5,269.5,0.0,Fujairah,SS
19-Mar-2026,245.5,25.0,245.5,245.5,0.0,Fujairah,SS
18-Mar-2026,220.5,-1.5,220.5,220.5,0.0,Fujairah,SS
30-Mar-2026,373.0,34.0,373.0,373.0,0.0,Fujairah,MEOH
23-Mar-2026,339.0,48.5,339.0,339.0,0.0,Fujairah,MEOH
16-Mar-2026,290.5,32.0,290.5,290.5,0.0,Fujairah,MEOH
09-Mar-2026,258.5,41.5,258.5,258.5,0.0,Fujairah,MEOH
27-Feb-2026,217.0,3.5,217.0,217.0,0.0,Fujairah,MEOH
23-Feb-2026,213.5,0.0,213.5,213.5,0.0,Fujairah,MEOH
16-Feb-2026,213.5,-1.5,213.5,213.5,0.0,Fujairah,MEOH
09-Feb-2026,215.0,-4.0,215.0,215.0,0.0,Fujairah,MEOH
02-Feb-2026,219.0,2.0,219.0,219.0,0.0,Fujairah,MEOH
19-Jan-2026,217.0,1.0,217.0,217.0,0.0,Fujairah,MEOH
12-Jan-2026,216.0,14.5,216.0,216.0,0.0,Fujairah,MEOH
30-Mar-2026,767.5,70.5,767.5,767.5,0.0,Fujairah,MEOHVLSF
23-Mar-2026,697.0,99.5,697.0,697.0,0.0,Fujairah,MEOHVLSF
16-Mar-2026,597.5,66.0,597.5,597.5,0.0,Fujairah,MEOHVLSF
09-Mar-2026,531.5,85.0,531.5,531.5,0.0,Fujairah,MEOHVLSF
27-Feb-2026,446.5,7.0,446.5,446.5,0.0,Fujairah,MEOHVLSF
23-Feb-2026,439.5,0.5,439.5,439.5,0.0,Fujairah,MEOHVLSF
16-Feb-2026,439.0,-3.5,439.0,439.0,0.0,Fujairah,MEOHVLSF
09-Feb-2026,442.5,-8.0,442.5,442.5,0.0,Fujairah,MEOHVLSF
02-Feb-2026,450.5,4.0,450.5,450.5,0.0,Fujairah,MEOHVLSF
19-Jan-2026,446.5,2.5,446.5,446.5,0.0,Fujairah,MEOHVLSF
12-Jan-2026,444.0,30.0,444.0,444.0,0.0,Fujairah,MEOHVLSF
30-Mar-2026,795.5,73.0,795.5,795.5,0.0,Fujairah,MEOHMGOe
23-Mar-2026,722.5,103.0,722.5,722.5,0.0,Fujairah,MEOHMGOe
16-Mar-2026,619.5,68.5,619.5,619.5,0.0,Fujairah,MEOHMGOe
09-Mar-2026,551.0,88.0,551.0,551.0,0.0,Fujairah,MEOHMGOe
27-Feb-2026,463.0,7.0,463.0,463.0,0.0,Fujairah,MEOHMGOe
23-Feb-2026,456.0,0.5,456.0,456.0,0.0,Fujairah,MEOHMGOe
16-Feb-2026,455.5,-3.0,455.5,455.5,0.0,Fujairah,MEOHMGOe
09-Feb-2026,458.5,-8.5,458.5,458.5,0.0,Fujairah,MEOHMGOe
02-Feb-2026,467.0,4.5,467.0,467.0,0.0,Fujairah,MEOHMGOe
19-Jan-2026,462.5,2.5,462.5,462.5,0.0,Fujairah,MEOHMGOe
12-Jan-2026,460.0,31.0,460.0,460.0,0.0,Fujairah,MEOHMGOe
